Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,9941,40,11,57.83621680012082,8.60215300008349,1435.9200430001238,858.6683432250277,168.20248629006306,0.6768030833520292,11,13,31,33,36,180,950,1200,1400,1400,1400
,Aggregated,9941,40,11,57.83621680012082,8.60215300008349,1435.9200430001238,858.6683432250277,168.20248629006306,0.6768030833520292,11,13,31,33,36,180,950,1200,1400,1400,1400
